locationId,providerId,organisationType,type,name,onspdCcgCode,onspdCcgName,onspdIcbCode,onspdIcbName,odsCode,registrationStatus,registrationDate,dormancy,onspdLatitude,onspdLongitude,careHome,inspectionDirectorate,postalAddressLine1,postalAddressTownCity,region,postalCode,uprn,mainPhoneNumber,website,numberOfBeds,constituency,localAuthority,relationships,locationTypes,regulatedActivities,gacServiceTypes,specialisms,inspectionCategories,inspectionAreas,deregistrationDate,postalAddressLine2,postalAddressCounty,reports,lastInspection.date,lastReport.publicationDate,currentRatings.overall.rating,currentRatings.overall.reportDate,currentRatings.overall.reportLinkId,currentRatings.overall.keyQuestionRatings,currentRatings.reportDate,brandId,brandName,historicRatings,dormancyEndDate,providerInspectionAreas,unpublishedReports,assessmentServiceGroup,assessment,odsCcgCode,odsCcgName,currentRatings.serviceRatings,dormancyStartDate,registeredManagerAbsentDate,alsoKnownAs
1-2780693443,1-102642564,Location,Independent Healthcare Org,Turning Point Chatham,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Deregistered,2016-07-27,N,51.37939,0.532306,N,Hospitals,346a High Street,Chatham,South East,ME4 4NP,,01634820390,,0.0,Rochester and Strood,Medway,"[{'relatedLocationId': '1-6066163199', 'relatedLocationName': 'Turning Point - Medway', 'type': 'HSCA Successor', 'reason': 'Location Move'}]",[],[],"[{'name': 'Community services - Substance abuse', 'description': 'Community based services for people who misuse substances'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}, {'name': 'Caring for children'}, {'name': 'Substance misuse problems'}]","[{'code': 'H7', 'primary': 'true', 'name': 'Community substance misuse'}]",[],2018-12-10,,Kent,"[{'linkId': 'dd18a859-31cc-4c11-8171-6031c38d65fe', 'reportDate': '2016-11-28', 'firstVisitDate': '2016-07-26', 'reportUri': '/reports/dd18a859-31cc-4c11-8171-6031c38d65fe?20210121200525', 'reportType': 'Location'}]",2016-07-27,2016-11-28,Inspected but not rated,2016-11-28,dd18a859-31cc-4c11-8171-6031c38d65fe,"[{'name': 'Safe', 'rating': 'Inspected but not rated', 'reportDate': '2016-11-28', 'reportLinkId': 'dd18a859-31cc-4c11-8171-6031c38d65fe'}, {'name': 'Well-led', 'rating': 'Inspected but not rated', 'reportDate': '2016-11-28', 'reportLinkId': 'dd18a859-31cc-4c11-8171-6031c38d65fe'}, {'name': 'Caring', 'rating': 'Inspected but not rated', 'reportDate': '2016-11-28', 'reportLinkId': 'dd18a859-31cc-4c11-8171-6031c38d65fe'}, {'name': 'Responsive', 'rating': 'Inspected but not rated', 'reportDate': '2016-11-28', 'reportLinkId': 'dd18a859-31cc-4c11-8171-6031c38d65fe'}, {'name': 'Effective', 'rating': 'Inspected but not rated', 'reportDate': '2016-11-28', 'reportLinkId': 'dd18a859-31cc-4c11-8171-6031c38d65fe'}]",2016-11-28,BD133,BRAND Turning Point,,,,,,,,,,,,
1-278833389,1-131473417,Location,Social Care Org,The People Care Team,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Deregistered,2011-08-04,N,51.394829,0.515749,N,Adult social care,"Suite 2 Cobalt House, Centre Court",Rochester,South East,ME2 4BQ,,01634731660,,,Rochester and Strood,Medway,"[{'relatedLocationId': '1-151582995', 'relatedLocationName': 'The People Care Team', 'type': 'HSCA Predecessor', 'reason': 'Location Move'}]",[],[],"[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Dementia'}, {'name': 'Learning disabilities'}, {'name': 'Mental health conditions'}, {'name': 'Physical disabilities'}, {'name': 'Sensory impairment'}]","[{'code': 'S2', 'primary': 'true', 'name': 'Community based adult social care services'}]",[],2016-06-03,Sir Thomas Longley Road,Kent,"[{'linkId': 'dd9b271c-2cc5-4c3e-947b-f92c61960a42', 'reportDate': '2013-10-11', 'firstVisitDate': '2013-09-06', 'reportUri': '/reports/dd9b271c-2cc5-4c3e-947b-f92c61960a42?20200129163919'}, {'linkId': '7369c79f-c195-4c6f-acc7-6e04e9e9ef59', 'reportDate': '2013-01-23', 'firstVisitDate': '2012-12-12', 'reportUri': '/reports/7369c79f-c195-4c6f-acc7-6e04e9e9ef59?20200129163919'}, {'linkId': '8d46528c-ff8a-4080-a2eb-b3d782c11173', 'reportDate': '2011-08-31', 'firstVisitDate': '2011-07-26', 'reportUri': '/reports/8d46528c-ff8a-4080-a2eb-b3d782c11173?20200430120000'}]",2013-09-06,,No published rating,,,"[{'name': 'Safe', 'rating': 'No published rating'}, {'name': 'Well-led', 'rating': 'No published rating'}, {'name': 'Caring', 'rating': 'No published rating'}, {'name': 'Responsive', 'rating': 'No published rating'}, {'name': 'Effective', 'rating': 'No published rating'}]",,,,,,,,,,,,,,,
1-2795881270,1-2641917456,Location,Primary Dental Care,Wigmore Dental Practice,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,V03495,Deregistered,2016-09-01,N,51.3460356,0.5852036,N,Primary medical services,198 Fairview Avenue,Gillingham,South East,ME8 0PX,44090069,01634261006,,0.0,Gillingham and Rainham,Medway,"[{'relatedLocationId': '1-4979034826', 'relatedLocationName': 'Wigmore Dental Practice', 'type': 'HSCA Successor', 'reason': 'Legal Entity Change'}]",[],[],"[{'name': 'Dentist', 'description': 'Dental service'}]",[{'name': 'Services for everyone'}],"[{'code': 'P1', 'primary': 'true', 'name': 'Dentists'}]",[],2018-04-02,,Kent,,,,,,,,,,,,,,,,,,,,,,
1-2796286094,1-2665316852,Location,Primary Medical Services,Castle Medical Practice,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,G82653,Deregistered,2016-08-04,N,51.37935,0.507384,N,Primary medical services,Rochester Community Healthy Living Centre,Rochester,South East,ME1 2EL,,01634334203,www.castlemedicalpractice.org.uk,0.0,Rochester and Strood,Medway,"[{'relatedLocationId': '1-13462686405', 'relatedLocationName': 'Castle Medical Practice', 'type': 'HSCA Successor', 'reason': 'New Provider'}, {'relatedLocationId': '1-542636966', 'relatedLocationName': 'Dr SL Tandon & Partner Practice', 'type': 'HSCA Predecessor', 'reason': 'New Provider'}]",[{'type': 'GP Practice'}],[],"[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]",[{'name': 'Services for everyone'}],"[{'code': 'P2', 'primary': 'true', 'name': 'GP Practices'}]",[],2022-07-19,Delce Road,Kent,"[{'linkId': '7318dffd-56f6-42b8-8e9b-f6a68d32cda8', 'reportDate': '2018-03-02', 'firstVisitDate': '2018-02-06', 'reportUri': '/reports/7318dffd-56f6-42b8-8e9b-f6a68d32cda8?20210117194415', 'reportType': 'Location'}]",2018-02-06,2018-03-02,Good,2018-03-02,7318dffd-56f6-42b8-8e9b-f6a68d32cda8,"[{'name': 'Safe', 'rating': 'Good', 'reportDate': '2018-03-02', 'reportLinkId': '7318dffd-56f6-42b8-8e9b-f6a68d32cda8'}, {'name': 'Well-led', 'rating': 'Good', 'reportDate': '2018-03-02', 'reportLinkId': '7318dffd-56f6-42b8-8e9b-f6a68d32cda8'}, {'name': 'Caring', 'rating': 'Good', 'reportDate': '2018-03-02', 'reportLinkId': '7318dffd-56f6-42b8-8e9b-f6a68d32cda8'}, {'name': 'Responsive', 'rating': 'Good', 'reportDate': '2018-03-02', 'reportLinkId': '7318dffd-56f6-42b8-8e9b-f6a68d32cda8'}, {'name': 'Effective', 'rating': 'Good', 'reportDate': '2018-03-02', 'reportLinkId': '7318dffd-56f6-42b8-8e9b-f6a68d32cda8'}]",2018-03-02,,,,,,,,,91Q,NHS Kent and Medway Icb - 91Q,,,,
1-28086354005,1-25664378499,Location,Social Care Org,Peninsula Care Ltd,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,VMD9H,Registered,2026-06-04,N,51.4277884,0.5481706,N,Adult social care,City Way Health Clinic,Rochester,South East,ME3 8PX,200000900019,01634565582,www.peninsulacareltd.co.uk,0.0,Rochester and Strood,Medway,[],[],"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Lesley Anne', 'personFamilyName': 'Broad', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}, {'name': 'Dementia'}, {'name': 'Mental health conditions'}, {'name': 'Physical disabilities'}, {'name': 'Sensory impairment'}]","[{'code': 'S2', 'primary': 'true', 'name': 'Community based adult social care services'}]",[],,Ratcliffe Highway,,,,,,,,,,,,,,,,,,,,,,,
1-2823482776,1-117003409,Location,Social Care Org,The Haven,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,VM7PH,Deregistered,2016-09-09,N,51.3781203,0.5464777,Y,Adult social care,89 Rock Avenue,Gillingham,South East,ME7 5PX,44066054,01634570239,,4.0,Gillingham and Rainham,Medway,"[{'relatedLocationId': '1-142828696', 'relatedLocationName': 'The Haven', 'type': 'HSCA Predecessor', 'reason': 'New Provider'}]",[],[],"[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}, {'name': 'Learning disabilities'}]","[{'code': 'S1', 'primary': 'true', 'name': 'Residential social care'}]",[],2021-01-26,,Kent,"[{'linkId': '6a8db8f1-1fe6-4aec-a650-0412923c8009', 'reportDate': '2017-11-04', 'firstVisitDate': '2017-09-12', 'reportUri': '/reports/6a8db8f1-1fe6-4aec-a650-0412923c8009?20200129163919', 'reportType': 'Location'}]",2017-09-12,2017-11-04,Good,2017-11-04,6a8db8f1-1fe6-4aec-a650-0412923c8009,"[{'name': 'Safe', 'rating': 'Good', 'reportDate': '2017-11-04', 'reportLinkId': '6a8db8f1-1fe6-4aec-a650-0412923c8009'}, {'name': 'Well-led', 'rating': 'Good', 'reportDate': '2017-11-04', 'reportLinkId': '6a8db8f1-1fe6-4aec-a650-0412923c8009'}, {'name': 'Caring', 'rating': 'Good', 'reportDate': '2017-11-04', 'reportLinkId': '6a8db8f1-1fe6-4aec-a650-0412923c8009'}, {'name': 'Responsive', 'rating': 'Good', 'reportDate': '2017-11-04', 'reportLinkId': '6a8db8f1-1fe6-4aec-a650-0412923c8009'}, {'name': 'Effective', 'rating': 'Good', 'reportDate': '2017-11-04', 'reportLinkId': '6a8db8f1-1fe6-4aec-a650-0412923c8009'}]",2017-11-04,BD495,BRAND Choice Support,,,,,,,,,,,,
1-2827417246,1-2759020226,Location,Primary Dental Care,Lavender Dental Care Limited,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,V03461,Registered,2016-09-01,N,51.3461141,0.5147606,N,Primary medical services,1 Lavender Close,Chatham,South East,ME5 0PU,44030900,01634864153,www.lavenderclose.com,0.0,Chatham and Aylesford,Medway,"[{'relatedLocationId': '1-197542896', 'relatedLocationName': 'Lavender Close Dental Practice', 'type': 'HSCA Predecessor', 'reason': 'Legal Entity Change'}]",[],"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Marius', 'personFamilyName': 'Kaupas', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Marius', 'personFamilyName': 'Kaupas', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Marius', 'personFamilyName': 'Kaupas', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]",[{'name': 'Services for everyone'}],"[{'code': 'P1', 'primary': 'true', 'name': 'Dentists'}]",[],,,Kent,"[{'linkId': '2dc1a3bd-7336-4cd7-8cb1-aa9f9dee961f', 'reportDate': '2019-05-09', 'firstVisitDate': '2019-03-19', 'reportUri': '/reports/2dc1a3bd-7336-4cd7-8cb1-aa9f9dee961f?20210116081907', 'reportType': 'Location'}]",2019-03-19,2019-05-09,Inspected but not rated,2019-05-09,2dc1a3bd-7336-4cd7-8cb1-aa9f9dee961f,"[{'name': 'Safe', 'rating': 'No published rating'}, {'name': 'Well-led', 'rating': 'No published rating'}, {'name': 'Caring', 'rating': 'No published rating'}, {'name': 'Responsive', 'rating': 'No published rating'}, {'name': 'Effective', 'rating': 'No published rating'}]",2019-05-09,,,,,,,,,,,,,,
1-2827946068,1-2750133485,Location,Social Care Org,Ash Tree Homecare Limited,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,VN7G5,Registered,2016-09-14,N,51.390438,0.487621,N,Adult social care,Unit C3,Rochester,South East,ME2 2LS,,01634716625,www.ashtreehomecarelimited.co.uk,0.0,Rochester and Strood,Medway,[],[],"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Katherine Mary Ann', 'personFamilyName': 'Byrne', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}, {'name': 'Dementia'}, {'name': 'Eating disorders'}, {'name': 'Learning disabilities'}, {'name': 'Physical disabilities'}, {'name': 'Sensory impairment'}]","[{'code': 'S2', 'primary': 'true', 'name': 'Community based adult social care services'}]",[],,"Knights Park Industrial Estate, Knight Road",Kent,"[{'linkId': 'f079b9e4-1296-4789-95de-2acde9c79783', 'reportDate': '2019-11-22', 'firstVisitDate': '2019-10-09', 'reportUri': '/reports/f079b9e4-1296-4789-95de-2acde9c79783?20191122130000', 'reportType': 'Location'}, {'linkId': 'c1872cad-6126-42f9-963d-f84fcb5f33e8', 'reportDate': '2018-10-23', 'firstVisitDate': '2018-07-24', 'reportUri': '/reports/c1872cad-6126-42f9-963d-f84fcb5f33e8?20211030120000', 'reportType': 'Location'}, {'linkId': '4bb73e35-f9d2-4ba4-ab5d-6dd8bd857e1a', 'reportDate': '2017-11-10', 'firstVisitDate': '2017-09-26', 'reportUri': '/reports/4bb73e35-f9d2-4ba4-ab5d-6dd8bd857e1a?20211030120000', 'reportType': 'Location'}]",2019-10-11,2019-11-22,Good,2019-11-22,f079b9e4-1296-4789-95de-2acde9c79783,"[{'name': 'Safe', 'rating': 'Good', 'reportDate': '2019-11-22', 'reportLinkId': 'f079b9e4-1296-4789-95de-2acde9c79783'}, {'name': 'Well-led', 'rating': 'Good', 'reportDate': '2019-11-22', 'reportLinkId': 'f079b9e4-1296-4789-95de-2acde9c79783'}, {'name': 'Caring', 'rating': 'Good', 'reportDate': '2019-11-22', 'reportLinkId': 'f079b9e4-1296-4789-95de-2acde9c79783'}, {'name': 'Responsive', 'rating': 'Good', 'reportDate': '2019-11-22', 'reportLinkId': 'f079b9e4-1296-4789-95de-2acde9c79783'}, {'name': 'Effective', 'rating': 'Good', 'reportDate': '2019-11-22', 'reportLinkId': 'f079b9e4-1296-4789-95de-2acde9c79783'}]",2019-11-22,,,"[{'reportDate': '2018-10-23', 'reportLinkId': 'c1872cad-6126-42f9-963d-f84fcb5f33e8', 'overall': {'rating': 'Requires improvement', 'keyQuestionRatings': [{'name': 'Safe', 'rating': 'Requires improvement'}, {'name': 'Well-led', 'rating': 'Requires improvement'}, {'name': 'Caring', 'rating': 'Requires improvement'}, {'name': 'Responsive', 'rating': 'Good'}, {'name': 'Effective', 'rating': 'Requires improvement'}]}}, {'reportDate': '2017-11-10', 'reportLinkId': '4bb73e35-f9d2-4ba4-ab5d-6dd8bd857e1a', 'overall': {'rating': 'Requires improvement', 'keyQuestionRatings': [{'name': 'Safe', 'rating': 'Good'}, {'name': 'Well-led', 'rating': 'Requires improvement'}, {'name': 'Caring', 'rating': 'Good'}, {'name': 'Responsive', 'rating': 'Good'}, {'name': 'Effective', 'rating': 'Requires improvement'}]}}]",,,,,,,,,,,
1-2828027010,1-101673251,Location,Social Care Org,Prospect Place,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,VN22L,Deregistered,2016-09-09,N,51.396159,0.554855,N,Adult social care,Blake Avenue,Gillingham,South East,ME7 1FX,44013895,01634579793,www.everycare.co.uk/kent,0.0,Gillingham and Rainham,Medway,"[{'relatedLocationId': '1-2200216648', 'relatedLocationName': 'Housing & Care 21 - Prospect Place', 'type': 'HSCA Predecessor', 'reason': 'New Provider'}]",[],[],"[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}, {'name': 'Supported housing', 'description': 'Extra Care housing services'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}, {'name': 'Dementia'}, {'name': 'Learning disabilities'}, {'name': 'Mental health conditions'}, {'name': 'Physical disabilities'}, {'name': 'Sensory impairment'}]","[{'code': 'S2', 'primary': 'true', 'name': 'Community based adult social care services'}]",[],2021-02-10,,Kent,"[{'linkId': '41106754-5763-439e-b4fe-63e3fa4e6351', 'reportDate': '2017-11-14', 'firstVisitDate': '2017-09-21', 'reportUri': '/reports/41106754-5763-439e-b4fe-63e3fa4e6351?20211030120000', 'reportType': 'Location'}]",2017-10-04,2017-11-14,Good,2017-11-14,41106754-5763-439e-b4fe-63e3fa4e6351,"[{'name': 'Safe', 'rating': 'Good', 'reportDate': '2017-11-14', 'reportLinkId': '41106754-5763-439e-b4fe-63e3fa4e6351'}, {'name': 'Well-led', 'rating': 'Good', 'reportDate': '2017-11-14', 'reportLinkId': '41106754-5763-439e-b4fe-63e3fa4e6351'}, {'name': 'Caring', 'rating': 'Good', 'reportDate': '2017-11-14', 'reportLinkId': '41106754-5763-439e-b4fe-63e3fa4e6351'}, {'name': 'Responsive', 'rating': 'Good', 'reportDate': '2017-11-14', 'reportLinkId': '41106754-5763-439e-b4fe-63e3fa4e6351'}, {'name': 'Effective', 'rating': 'Good', 'reportDate': '2017-11-14', 'reportLinkId': '41106754-5763-439e-b4fe-63e3fa4e6351'}]",2017-11-14,,,,,,,,,,,,,,
1-28399577792,1-26950007985,Location,Social Care Org,Palcare Solutions Ltd,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,VMDGV,Registered,2026-06-25,Y,51.3641754,0.6027682,N,Adult social care,7 Maidstone Road,Gillingham,South East,ME8 0DH,100061263324,07418613905,www.pal-care.co.uk,0.0,Gillingham and Rainham,Medway,[],[],"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Grant Margerison', 'personFamilyName': 'Brown', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Grant Margerison', 'personFamilyName': 'Brown', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}, {'name': 'Physical disabilities'}]","[{'code': 'S2', 'primary': 'true', 'name': 'Community based adult social care services'}]",[],,,,,,,,,,,,,,,,,,,,,,,2026-06-26,,
1-28427146155,1-24902362759,Location,Social Care Org,Rehoboth Haven Limited,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,VMDE8,Registered,2026-06-10,Y,51.3644417,0.5678551,N,Adult social care,99 Academy Drive,Gillingham,South East,ME7 3EG,44075142,07883669445,www.rehobothaven.com,0.0,Gillingham and Rainham,Medway,[],[],"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Abimbola Eunice', 'personFamilyName': 'Obafemi', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}, {'name': 'Physical disabilities'}]","[{'code': 'S2', 'primary': 'true', 'name': 'Community based adult social care services'}]",[],,,,,,,,,,,,,,,,,,,,,,,2026-06-10,,
1-28520469061,1-4978683618,Location,Social Care Org,Delore Care Kent,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,VMDFL,Registered,2026-06-17,Y,51.34745,0.507395,N,Adult social care,Innovation Centre Medway,Chatham,South East,ME5 9FD,,07951183429,,0.0,Chatham and Aylesford,Medway,[],[],"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Joseph Gbenga', 'personFamilyName': 'Olaleye', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}, {'name': 'Dementia'}, {'name': 'Physical disabilities'}, {'name': 'Sensory impairment'}]","[{'code': 'S2', 'primary': 'true', 'name': 'Community based adult social care services'}]",[],,Maidstone Road,Kent,,,,,,,,,,,,,,,,,,,,2026-06-18,,
1-28589542471,1-24674963668,Location,Social Care Org,Anderson M Care Services Ltd,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,VMDL9,Registered,2026-07-13,Y,51.3485271,0.5952189,N,Adult social care,17 Parkwood Green,Gillingham,South East,ME8 9PW,100061267382,01634919037,www.andersonmcareservicesltd.co.uk,0.0,Gillingham and Rainham,Medway,[],[],"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Amy', 'personFamilyName': 'Mckeown', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}, {'name': 'Physical disabilities'}]","[{'code': 'S2', 'primary': 'true', 'name': 'Community based adult social care services'}]",[],,,,,,,,,,,,,,,,,,,,,,,2026-07-14,,
1-2867154703,1-184500761,Location,Independent Healthcare Org,Amherst Court,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Deregistered,2016-08-24,N,51.365058,0.524188,N,Hospitals,Palmerston Road,Chatham,South East,ME4 6LU,,01634334650,,0.0,Chatham and Aylesford,Medway,[],[],[],"[{'name': 'Rehabilitation (illness/injury)', 'description': 'Rehabilitation services'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}]","[{'code': 'H6', 'primary': 'true', 'name': 'Community health - NHS & Independent'}]",[],2023-10-16,,Kent,,2017-03-15,,,,,,,,,,,"[{'inspectionAreaId': 'chsinpatient', 'reports': [{'inspectionId': 'INS2-12776355241', 'reportLinkId': '14b1139b-699f-4015-a779-8c115c535d87', 'providerId': '1-184500761', 'locationId': '1-2867154703'}]}]",[{'firstVisitDate': '2017-03-15'}],,,,,,,,
1-286921362,1-161841658,Location,Primary Dental Care,Wigmore Dental Practice,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Deregistered,2011-10-07,N,51.346342,0.586448,N,Unspecified,198 Fairview Avenue,Gillingham,South East,ME8 0PX,,01634231062,,0.0,Gillingham and Rainham,Medway,"[{'relatedLocationId': '1-376373409', 'relatedLocationName': 'Wigmore Dental Practice', 'type': 'HSCA Successor', 'reason': 'Legal Entity Change'}]",[],[],"[{'name': 'Dentist', 'description': 'Dental service'}]","[{'name': 'Caring for adults over 65 yrs'}, {'name': 'Caring for adults under 65 yrs'}, {'name': 'Caring for children'}, {'name': 'Caring for people whose rights are restricted under the Mental Health Act'}, {'name': 'Dementia'}, {'name': 'Eating disorders'}, {'name': 'Learning disabilities'}, {'name': 'Mental health conditions'}, {'name': 'Physical disabilities'}, {'name': 'Sensory impairment'}, {'name': 'Services for everyone'}, {'name': 'Substance misuse problems'}]",,[],2012-03-01,Wigmore,Kent,,,,,,,,,,,,,,,,,,,,,,
1-286921390,1-161841658,Location,Primary Dental Care,Dental Healthcare Practice,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Deregistered,2011-10-07,N,51.387207,0.5452084,N,Unspecified,83A High Street,Gillingham,South East,ME7 1BL,200000899917,01634851061,,0.0,Gillingham and Rainham,Medway,"[{'relatedLocationId': '1-376336295', 'relatedLocationName': 'Dental Healthcare Practice', 'type': 'HSCA Successor', 'reason': 'Legal Entity Change'}]",[],[],"[{'name': 'Dentist', 'description': 'Dental service'}]",[{'name': 'Services for everyone'}],,[],2012-03-01,,Kent,,,,,,,,,,,,,,,,,,,,,,
1-28705603947,1-5469824261,Location,Social Care Org,Agincare Enable Supported Living (Kent),E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,VMDNT,Registered,2026-07-27,N,51.4012902,0.5349104,N,Adult social care,Units 64 A B & C-Room 215 Dockside Outlet Shopping Centre,Chatham,South East,ME4 3ED,44112264,07551554093,,0.0,Rochester and Strood,Medway,[],[],"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Gemma Margaret', 'personFamilyName': 'Purcell', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Supported living', 'description': 'Supported living service'}]","[{'name': 'Caring for adults under 65 yrs'}, {'name': 'Learning disabilities'}]","[{'code': 'S2', 'primary': 'true', 'name': 'Community based adult social care services'}]",[],,"Maritime Way, St. Marys Island",,,,,,,,,,BD132,BRAND Agincare,,,,,,,,,,,,
1-28775533868,1-199739984,Location,Primary Medical Services,James Williams Healthy Living Centre,E38000237,NHS Kent and Medway CCG,E54000032,NHS Kent and Medway Integrated Care Board,,Registered,2026-07-07,N,51.3832932,0.5256341,N,Primary medical services,First Floor  The Pentagon,Chatham,South East,ME4 4HP,200000898037,,,0.0,Rochester and Strood,Medway,[],[],"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Syed Shaizir', 'personFamilyName': 'Aly', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Syed Shaizir', 'personFamilyName': 'Aly', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Syed Shaizir', 'personFamilyName': 'Aly', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Syed Shaizir', 'personFamilyName': 'Aly', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Syed Shaizir', 'personFamilyName': 'Aly', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]",[{'name': 'Services for everyone'}],"[{'code': 'P2', 'primary': 'true', 'name': 'GP Practices'}]",[],,Military Road,,,,,,,,,,,,,,,,,,,,,,,
